experience_rcd,experience_work,experience_rcd_only,experience_corporate,academic_institution,experience_non_academic_rcd,education,education_field_arts,education_field_computer,education_field_engineering,education_field_ljbe,education_field_life,education_field_math,education_field_earth,education_field_physical,education_field_social,education_field_other,education_field_count,education_field_sochum,education_related
1,12,FALSE,TRUE,TRUE,FALSE,Bachelor's Degree,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,Moderately related
9,9,TRUE,FALSE,TRUE,FALSE,PhD or Doctorate,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,Slightly related
17,18,FALSE,TRUE,FALSE,TRUE,Master's Degree,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,Extremely related
23,25,FALSE,FALSE,TRUE,FALSE,Master's Degree,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,Slightly related
2,6,FALSE,FALSE,TRUE,FALSE,Master's Degree,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,TRUE,Moderately related
14,14,TRUE,FALSE,TRUE,FALSE,PhD or Doctorate,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Extremely related
6,34,FALSE,TRUE,FALSE,TRUE,Master's Degree,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,TRUE,Moderately related
24,31,FALSE,TRUE,FALSE,TRUE,PhD or Doctorate,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Extremely related
1,3,FALSE,TRUE,TRUE,FALSE,PhD or Doctorate,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Extremely related
12,13,FALSE,TRUE,TRUE,FALSE,PhD or Doctorate,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,Very related
5,24,FALSE,TRUE,FALSE,FALSE,Bachelor's Degree,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,Very related
3,13,FALSE,TRUE,TRUE,FALSE,PhD or Doctorate,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,Slightly related
23,31,FALSE,TRUE,TRUE,TRUE,PhD or Doctorate,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,TRUE,Very related
10,42,FALSE,TRUE,TRUE,FALSE,Master's Degree,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,TRUE,Extremely related
7,15,FALSE,TRUE,TRUE,FALSE,Master's Degree,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,TRUE,Extremely related
6,11,FALSE,FALSE,TRUE,FALSE,PhD or Doctorate,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,Moderately related
10,24,FALSE,FALSE,TRUE,FALSE,PhD or Doctorate,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,FALSE,Very related
28,34,FALSE,TRUE,TRUE,TRUE,Bachelor's Degree,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Very related
21,46,FALSE,TRUE,FALSE,FALSE,Bachelor's Degree,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,Slightly related
7,13,FALSE,TRUE,TRUE,FALSE,Bachelor's Degree,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Moderately related
2,8,FALSE,FALSE,NA,FALSE,PhD or Doctorate,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3,FALSE,Extremely related
10,29,FALSE,TRUE,FALSE,TRUE,Bachelor's Degree,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,TRUE,Moderately related
25,25,TRUE,FALSE,TRUE,FALSE,Bachelor's Degree,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Very related
3,16,FALSE,TRUE,FALSE,FALSE,Master's Degree,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Very related
6,10,FALSE,FALSE,TRUE,FALSE,PhD or Doctorate,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Slightly related
12,12,TRUE,TRUE,FALSE,TRUE,PhD or Doctorate,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,Very related
5,13,FALSE,TRUE,TRUE,FALSE,Master's Degree,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Extremely related
36,39,FALSE,FALSE,NA,FALSE,PhD or Doctorate,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Very related
4,5,FALSE,FALSE,TRUE,FALSE,No Bachelor's Degree,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Moderately related
24,24,TRUE,TRUE,TRUE,TRUE,Master's Degree,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Very related
3,4,FALSE,FALSE,TRUE,FALSE,Bachelor's Degree,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Extremely related
7,7,TRUE,TRUE,TRUE,FALSE,Bachelor's Degree,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Slightly related
3,10,FALSE,FALSE,TRUE,FALSE,PhD or Doctorate,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,FALSE,Very related
18,30,FALSE,TRUE,TRUE,FALSE,Master's Degree,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Extremely related
1,16,FALSE,TRUE,TRUE,FALSE,PhD or Doctorate,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Very related
1,5,FALSE,FALSE,TRUE,FALSE,Master's Degree,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Moderately related
30,30,TRUE,FALSE,TRUE,FALSE,Master's Degree,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Very related
25,29,FALSE,TRUE,FALSE,FALSE,Bachelor's Degree,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Slightly related
17,20,FALSE,FALSE,TRUE,FALSE,Master's Degree,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,Extremely related
11,15,FALSE,FALSE,TRUE,FALSE,PhD or Doctorate,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,Extremely related
5,10,FALSE,FALSE,TRUE,FALSE,Bachelor's Degree,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Moderately related
6,10,FALSE,FALSE,NA,TRUE,PhD or Doctorate,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,Moderately related
3,35,FALSE,FALSE,TRUE,FALSE,Master's Degree,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Moderately related
NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA
24,34,FALSE,TRUE,FALSE,TRUE,Master's Degree,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2,FALSE,Very related
20,23,FALSE,FALSE,TRUE,FALSE,Master's Degree,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Very related
5,40,FALSE,TRUE,TRUE,TRUE,Master's Degree,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,TRUE,Moderately related
40,44,FALSE,TRUE,TRUE,TRUE,Bachelor's Degree,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Extremely related
9,26,FALSE,TRUE,TRUE,FALSE,Bachelor's Degree,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Moderately related
12,25,FALSE,TRUE,FALSE,TRUE,Master's Degree,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Very related
9,9,TRUE,FALSE,TRUE,FALSE,PhD or Doctorate,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Moderately related
30,40,FALSE,TRUE,TRUE,TRUE,Master's Degree,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Very related
46,46,TRUE,TRUE,TRUE,TRUE,PhD or Doctorate,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Extremely related
15,30,FALSE,FALSE,TRUE,FALSE,Master's Degree,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Moderately related
13,13,TRUE,FALSE,TRUE,FALSE,Master's Degree,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,Not at all related
7,7,TRUE,FALSE,TRUE,FALSE,Bachelor's Degree,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Moderately related
21,21,TRUE,FALSE,NA,FALSE,Master's Degree,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,Very related
0,3,FALSE,TRUE,TRUE,FALSE,Bachelor's Degree,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Moderately related
1,5,FALSE,FALSE,TRUE,FALSE,No Bachelor's Degree,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,Moderately related
1,20,FALSE,FALSE,TRUE,FALSE,PhD or Doctorate,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,Slightly related
3,10,FALSE,TRUE,TRUE,FALSE,Master's Degree,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,FALSE,Slightly related
25,25,TRUE,FALSE,TRUE,FALSE,Master's Degree,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Very related
12,20,FALSE,TRUE,TRUE,FALSE,Master's Degree,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,TRUE,Very related
19,30,FALSE,FALSE,TRUE,FALSE,Master's Degree,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,Slightly related
6,18,FALSE,FALSE,TRUE,FALSE,Bachelor's Degree,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,Not at all related
NA,NA,NA,FALSE,TRUE,NA,PhD or Doctorate,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,Not at all related
3,3,TRUE,TRUE,TRUE,FALSE,Master's Degree,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Very related
1,1,TRUE,FALSE,TRUE,FALSE,PhD or Doctorate,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,Very related
2,25,FALSE,TRUE,TRUE,FALSE,Master's Degree,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Moderately related
5,29,FALSE,TRUE,TRUE,FALSE,Bachelor's Degree,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,TRUE,Extremely related
23,30,FALSE,TRUE,TRUE,TRUE,PhD or Doctorate,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,Extremely related
10,11,FALSE,FALSE,TRUE,FALSE,PhD or Doctorate,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,Slightly related
5,5,TRUE,FALSE,TRUE,FALSE,Master's Degree,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Moderately related
8,10,FALSE,TRUE,TRUE,FALSE,Bachelor's Degree,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Very related
10,40,FALSE,FALSE,TRUE,FALSE,PhD or Doctorate,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Very related
16,16,TRUE,FALSE,TRUE,FALSE,PhD or Doctorate,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,Slightly related
18,25,FALSE,FALSE,TRUE,FALSE,No Bachelor's Degree,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Moderately related
4,9,FALSE,FALSE,FALSE,FALSE,Bachelor's Degree,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,Slightly related
3,22,FALSE,TRUE,TRUE,FALSE,Master's Degree,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,TRUE,Very related
11,14,FALSE,FALSE,FALSE,FALSE,Bachelor's Degree,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Extremely related
10,11,FALSE,FALSE,TRUE,FALSE,Master's Degree,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,FALSE,Extremely related
9,26,FALSE,TRUE,TRUE,FALSE,Master's Degree,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,FALSE,Very related
2,15,FALSE,TRUE,TRUE,FALSE,Bachelor's Degree,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Extremely related
5,7,FALSE,FALSE,TRUE,FALSE,PhD or Doctorate,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Slightly related
20,30,FALSE,FALSE,TRUE,FALSE,PhD or Doctorate,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,Moderately related
7,18,FALSE,FALSE,TRUE,FALSE,PhD or Doctorate,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Moderately related
12,21,FALSE,TRUE,TRUE,FALSE,Bachelor's Degree,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Very related
15,43,FALSE,TRUE,TRUE,FALSE,Master's Degree,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Slightly related
0,20,FALSE,FALSE,TRUE,FALSE,PhD or Doctorate,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Extremely related
5,7,FALSE,FALSE,TRUE,TRUE,PhD or Doctorate,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Extremely related
40,50,FALSE,FALSE,TRUE,TRUE,PhD or Doctorate,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,Moderately related
9,11,FALSE,TRUE,TRUE,TRUE,PhD or Doctorate,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,Very related
1,35,FALSE,TRUE,TRUE,FALSE,Master's Degree,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,FALSE,Slightly related
9,9,TRUE,TRUE,FALSE,TRUE,Master's Degree,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,FALSE,Very related
15,22,FALSE,FALSE,TRUE,FALSE,PhD or Doctorate,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Very related
11,16,FALSE,TRUE,TRUE,FALSE,Bachelor's Degree,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,TRUE,Extremely related
5,14,FALSE,TRUE,TRUE,FALSE,Master's Degree,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Extremely related
3,15,FALSE,FALSE,TRUE,FALSE,PhD or Doctorate,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,Very related
5,7,FALSE,FALSE,TRUE,FALSE,Master's Degree,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,Moderately related
12,18,FALSE,FALSE,FALSE,FALSE,PhD or Doctorate,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,Very related
20,25,FALSE,TRUE,FALSE,FALSE,Bachelor's Degree,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,Slightly related
3,30,FALSE,TRUE,TRUE,FALSE,Bachelor's Degree,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,TRUE,Slightly related
7,47,FALSE,TRUE,TRUE,FALSE,PhD or Doctorate,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,FALSE,Extremely related
12,12,TRUE,TRUE,FALSE,NA,Bachelor's Degree,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,Extremely related
8,10,FALSE,FALSE,FALSE,TRUE,Master's Degree,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Very related
25,25,TRUE,FALSE,TRUE,TRUE,PhD or Doctorate,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,Moderately related
20,34,FALSE,FALSE,TRUE,FALSE,PhD or Doctorate,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Extremely related
5,10,FALSE,TRUE,TRUE,FALSE,Master's Degree,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,FALSE,Moderately related
16,30,FALSE,TRUE,TRUE,FALSE,Bachelor's Degree,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Very related
6,20,FALSE,FALSE,TRUE,FALSE,Master's Degree,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,Very related
0,1,FALSE,TRUE,TRUE,FALSE,PhD or Doctorate,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,Very related
7,17,FALSE,TRUE,TRUE,FALSE,PhD or Doctorate,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,Very related
22,22,TRUE,TRUE,TRUE,TRUE,PhD or Doctorate,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,Very related
26,30,FALSE,FALSE,FALSE,TRUE,PhD or Doctorate,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,Slightly related
